"X","created_at","text","user_id","user_follower_count","sentiment_score","sentiment","group"
427741,2021-11-02 22:27:13,"<U+0001F525><U+0001F525> DOGE FLOKI <U+0001F525><U+0001F525>

<U+0001F680>AN UNDISCOVERED TREASURE<U+0001F680>
<U+0001F680>10% DOGE Rewards per Buy and Sell
<U+0001F680>4% Marketingg
<U+0001F680>2% Liquidity
<U+0001F680>%100 Safu
https://t.co/GRyBv9Xcwz
Contract:
0x09f1076dadce169be76e5aed2f1b241436813ad9
Slip : %16-18 Pancake
https://t.co/GRyBv9Xcwz  #dogefloki  #ElonMusk",1452325556368855040,1,1,"positive","0-50"
427869,2021-11-02 22:28:50,"@VishalYesudas @ByeonChansoo @WholeMarsBlog @28delayslater @elonmusk Install it to guarantee yourself A version of beta. Then you'll likely just be in better position to get 10.4",3899138172,4,1.55,"positive","0-50"
428001,2021-11-02 22:30:19,"Ocean of data is cutting across different sectors, I am bullish on what is coming from $OCEAN team in few years from here",1265937157337821184,287,-0.8,"negative","200-1000"
428040,2021-11-02 22:30:45,"@Bitcoin @elonmusk Nothing can solve world hunger as I'll always be hungry",2618866400,13,-0.0499999999999999,"negative","0-50"
428235,2021-11-02 22:33:04,"@elonmusk I can tell you how $10 million will solve my problems.",1400656535190183936,34,0.3,"positive","0-50"
428259,2021-11-02 22:33:18,"@Tesla @elonmusk may i have a tesla please?

(day three-hundred and fifty-one)",913602614,570,1,"positive","200-1000"
428292,2021-11-02 22:33:38,"@Shibaflokitoken @elonmusk @BillyM2k @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETHq",1416163877302284288,13,-0.1,"negative","0-50"
428294,2021-11-02 22:33:39,"@sudhirchaudhary Elon Musk earned 1.79 lac crore in a day...You want to compare india with USA or with Mangolia just decide.",1291984895133151232,3,0,"neutral","0-50"
428347,2021-11-02 22:34:07,"@Shibaflokitoken @elonmusk @BillyM2k @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba 
#newshiba #ETH #BTCflipper",1434608739127005184,23,-0.1,"negative","0-50"
428485,2021-11-02 22:35:30,"@elonmusk @DrEliDavid Bro just give me the 6B, you won't no balls.",296117985,279,0,"neutral","200-1000"
428593,2021-11-02 22:36:23,"@kittycaketoken @elonmusk #KittyCake $KCAKE",1426646094100848640,270,0,"neutral","200-1000"
428637,2021-11-02 22:36:45,"@elonmusk @DrEliDavid If you dont get the answer you want from ONU or others please give a try, people needs you. And you are the genius, Im pretty sure with a short explanation you will get the idea I have on mind and you will make it 1 million times better.",216846007,273,3.05,"positive","200-1000"
428683,2021-11-02 22:37:13,"If Tesla stole their product roadmap from Spaceballs, what's next? @elonmusk",108365454,19384,-0.8,"negative","10000+"
428761,2021-11-02 22:37:55,"@Shibaflokitoken @elonmusk @BillyM2k @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETH;'./",1455660880767635456,0,-0.1,"negative","No follower"
428799,2021-11-02 22:38:20,"@MendirattaPamil @elonmusk Just kidding but not the hot and yummy stuff <U+0001F61C><U+0001F605><U+0001F92D><U+0001F923><U+0001F923>

<U+0001F48E>KINDNESS CAMPAIGN<U+0001F48E>
<U+0001F386>protection of
<U+0001F60D>Innocents
<U+0001F60D>Good hearted and doers
<U+0001F60D>Childrens
<U+0001F386>Don't support bullies.
<U+0001F64F>PLEASE PRAY FOR THE SAFETY OF INNOCENTS",1432788693413023744,18,4.85,"positive","0-50"
428809,2021-11-02 22:38:26,"@elonmusk
 
Here you go, right here Elon. This is true with many Cities, in other words Edison and subsidiaries of large utility companies don't want competition due to the billions of dollars they all are being sued for creating many of the fires over the last 10 years.....",1180960381,32,0.65,"positive","0-50"
428905,2021-11-02 22:39:15,"@CandcgamingCzu @ZachBoychuk @StartamaGoToken @coinbase @elonmusk @PikachuInu @Goonrich_pig @BlastoiseInu @1goonrich a City in Japan?  

https://t.co/CDq7MzCwuR",1423523113111801856,11411,-0.5,"negative","10000+"
428907,2021-11-02 22:39:17,"@elonmusk @BillyM2k Really?  Much woow <U+0001F415><U+0001F680><U+0001F316>",1355181258930860032,14,0,"neutral","0-50"
429097,2021-11-02 22:41:22,"@BillyM2k @elonmusk 
MapleSpace's profile https://t.co/xb5ufYGCJn #rarible #ethereum #nonfungible #digitalasset #nft via @rarible",1452277739071934464,6,0,"neutral","0-50"
429106,2021-11-02 22:41:29,"@elonmusk @HellsingInu
Follow<U+2B06><U+FE0F><U+0001F48E>
Perfect DIP!
Don't <U+0001F634> #Crypto #CRYPTOGEM #cryptotwitter
Super EARLY 
Locked Liquidity
Renounced contract. @Coingecko OTW
@CoinMarketCap OTW
https://t.co/burmbTtvg0
Telegram<U+2B06><U+FE0F>
https://t.co/SX22e1tmKT
Website <U+2B06><U+FE0F>
https://t.co/GnXmY2goXD
Chart<U+2B06><U+FE0F> https://t.co/V1MZgb1428",1431064868229042176,309,1.5,"positive","200-1000"
429203,2021-11-02 22:42:21,"@KASHIBATOKEN @PancakeSwap @SafemoonSwap @elonmusk @mcuban @DOGEARMYID @ShibArmy Happy Birthday KabosuShiba,congratulations on your launching PancakeSwap successfuly.<U+0001F389><U+0001F680>",2184190591,329,2.3,"positive","200-1000"
429293,2021-11-02 22:43:09,"@AstroMarshburn @elonmusk @SpaceX @Space_Station @NASA @Commercial_Crew @NASA_Astronauts @NASAKennedy @HellsingInu
Follow<U+2B06><U+FE0F><U+0001F48E>
Perfect DIP!
Don't <U+0001F634> #Crypto #CRYPTOGEM #cryptotwitter
Super EARLY 
Locked Liquidity
Renounced contract. @Coingecko OTW
@CoinMarketCap OTW
https://t.co/burmbTtvg0
Telegram<U+2B06><U+FE0F>
https://t.co/SX22e1tmKT
Website <U+2B06><U+FE0F>
https://t.co/GnXmY2goXD
Chart<U+2B06><U+FE0F> https://t.co/HdXo3nMbaY",1431064868229042176,309,1.5,"positive","200-1000"
429445,2021-11-02 22:44:28,"@jaysiwel @elonmusk @thatguyjeremyt @BartPiotrowicz @matbroon @AKauitzsch You forgot FlokiDogBowlInu",1432700896752906240,58,0,"neutral","50-200"
429493,2021-11-02 22:44:50,"@elonmusk we're going to need that CSP data to proceed meaningfully.  Possibly remove the code all together for everyone to see.  All the public docs are.. pretty summaries.

We need access to this <U+0001F447>

https://t.co/2PtNVfhM93",1063074437971484672,1672,0.5,"positive","1000-10000"
429522,2021-11-02 22:45:00,"#Tesla guitarist Frank Hannon is writing a book! This 13 minute interview flies by.

https://t.co/M9PmPmtkBl https://t.co/FSVmjsuoa7",342188187,8420,0,"neutral","1000-10000"
429550,2021-11-02 22:45:14,"@elonmusk @ZaidJilani @joerogan @FoxNews The left and their crazy idea to defund the police is costing many people their lives. They just don't care. This must stop.",35621328,4,-0.4,"negative","0-50"
429806,2021-11-02 22:47:18,"@Shibaflokitoken @elonmusk @BillyM2k @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETHeds",1445308062353481728,12,-0.1,"negative","0-50"
429826,2021-11-02 22:47:25,"@Shibaflokitoken @elonmusk @BillyM2k @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETH2s",1445308062353481728,12,-0.1,"negative","0-50"
429833,2021-11-02 22:47:29,"@Shibaflokitoken @elonmusk @BillyM2k @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETH.v,",1455660880767635456,1,-0.1,"negative","0-50"
429951,2021-11-02 22:48:42,"@elonmusk @BillyM2k What do you think about this?
https://t.co/Dp2OS2f5Zv https://t.co/TLKrL8T0Qy",1454197087810301952,3,0,"neutral","0-50"
430093,2021-11-02 22:49:59,"@ShibokiArmy Next 1000X #SHIBOKI #ShibokiToken @elonmusk #Bitcoin #ETH #SHIB",807498909673107456,46,0,"neutral","0-50"
430110,2021-11-02 22:50:10,"@Shibaflokitoken @elonmusk @BillyM2k <U+0001FA90>

|<U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3><U+FFE3>|
<U+0001F680>#ShibaFloki TO THE MOON 
|_____________|
                    \ (<U+0001F436>) / 
                      \      / 
                       --
                       |     |
 #herofloki    |_   |_ @shibaflokitoken https://t.co/PCsyJlOaRk",1397810659128229888,84,0,"neutral","50-200"
430141,2021-11-02 22:50:33,"@Investments_CEO @Tesla @elonmusk 35,000,000 Shiba Inu coins holding strong <U+0001F31C><U+0001F680><U+0001F680><U+0001F680><U+0001F31C><U+0001F680><U+0001F680>",1364305738546487296,57,0.5,"positive","50-200"
430293,2021-11-02 22:52:07,"@elonmusk @Tesmanian_com Does the rabbit hole have a rope?",1447631597793054720,195,0,"neutral","50-200"
430421,2021-11-02 22:53:22,"@cnunezimages @elonmusk @SpaceX @SpaceIntellige3 Nice https://t.co/LmkplS0wtu",1448899773814087680,116,0.5,"positive","50-200"
430424,2021-11-02 22:53:24,"@elonmusk @BillyM2k Lil doge floki it would be perfect as a mascot for your new university<U+0001F633>",932307549302546432,140,2.15,"positive","50-200"
430707,2021-11-02 22:56:07,"@psomdecerff @JenniferHomendy @IIHS_autosafety So my wife's Sonata w adapt cruise control would also then have clear automatic liability for crashes if it doesn't stop in time when on cruise control?

But that's part of agreement/terms along with what we see every time we start the car, just like Tesla every time you use it",255240240,367,0.4,"positive","200-1000"
430802,2021-11-02 22:57:17,"@ZachBoychuk @StartamaGoToken @coinbase @elonmusk @PikachuInu @Goonrich_pig @BlastoiseInu @1goonrich @1CryptoGOAT Xla is the biggest BSC Project for Q4 2021
The Xla Project is based on Binance Smart Chain Network.
Join XlA Network
0.05 BNB = 10,000,000 XlA
0.1 BNB = 20,000,000 XlA
0.3 BNB = 60,000,000 XlA
max 3  min0.05
To Buy XIA
Send BNB to :
0x9057e7CD2FE6006D52F89DD957425792ca1A2F72",764091633935593472,86,0.25,"positive","50-200"
430991,2021-11-02 22:59:14,"#shibafloki by and hold change your life go to moon <U+0001F315><U+0001F315><U+0001F315><U+0001F315>..",1450081760025329664,10,0,"neutral","0-50"
431029,2021-11-02 22:59:36,"hi @ElonMusk check this out! This is a great project<U+0001F64C><U+0001F3FC>",1382025659908722688,199,0.5,"positive","50-200"
431087,2021-11-02 23:00:01,"Tesla is letting non-Tesla #EVs use its Supercharger network for the first time https://t.co/WoTfLgbsaF via @Verge",2527904352,25410,0,"neutral","10000+"
431182,2021-11-02 23:00:37,"@elonmusk @teslaownersSV Elon its gio your friend",1378405477164417024,0,0.8,"positive","No follower"
431377,2021-11-02 23:02:18,"@BillyM2k @elonmusk This is it.   Thank you Billy.  Thank you Elon",1419378292705140736,16,0.5,"positive","0-50"
431424,2021-11-02 23:02:38,"@MURALIE622 @elonmusk Join the chat <U+0001F447><U+0001F447>..

https://t.co/bbmUD6Erdj",1122913229771026432,79,0.25,"positive","50-200"
431434,2021-11-02 23:02:46,"@michellepace__ My mans invested in Tesla or something idk",52658745,333,0,"neutral","200-1000"
431475,2021-11-02 23:03:09,"I, for one, wish @elonmusk would just shut the hell up",23672292,969,0,"neutral","200-1000"
431558,2021-11-02 23:03:53,"@elonmusk @BillyM2k Indeed",1428589272987144192,2,0,"neutral","0-50"
431625,2021-11-02 23:04:30,"@DBACurrency @elonmusk Hello Sir @elonmusk .. 

Please check @DBACurrency project here..hopefully their project will be good potential in South Africa. And also for the future of world of crypto, Sir. Let's go too the moon <U+0001F680><U+0001F680>",1408072039097724928,106,2.6,"positive","50-200"
431631,2021-11-02 23:04:33,"Great choice
#DogecoinToTheMoon",1416472998157160448,56,0.9,"positive","50-200"
431668,2021-11-02 23:04:51,"@elonmusk @teslaownersSV Pepper spray mode?",467130927,277,0,"neutral","200-1000"
431827,2021-11-02 23:06:24,"@FlokiZap @elonmusk @BillyM2k Get Ready To great Viking.",1443770457904218112,1,1.3,"positive","0-50"
431893,2021-11-02 23:07:01,"@elonmusk @Tesmanian_com Give people back their goddamn freedom!!!",1454169576493576192,2,-0.25,"negative","0-50"
431920,2021-11-02 23:07:20,"@elonmusk @DrEliDavid Weaponize produce and water into areas of less abundance. 
I have some great possibilities!",1455671554423939072,0,1.1,"positive","No follower"
431928,2021-11-02 23:07:25,"@SlimJim @BillyM2k @elonmusk Can I be sent some Doge slim Jim's? Cmon man",1450680184210960384,6,0.6,"positive","0-50"
431974,2021-11-02 23:07:47,"@elonmusk @BillyM2k Attentionwhore  <U+0001F643>",1347242141953761280,5,0,"neutral","0-50"
432120,2021-11-02 23:09:29,"@elonmusk @Tesmanian_com UK <U+0001F1EC><U+0001F1E7> <U+0001F4AA><U+0001F3FB> was the correct choice <U+0001F916>",208966068,5,1,"positive","0-50"
432173,2021-11-02 23:10:02,"Tesla's emergency braking issue recall is already done, and it was addressed in one day

https://t.co/zRIq4xic9b

#love #tech https://t.co/VRfenNlEJ1",4345829474,6541,0,"neutral","1000-10000"
432386,2021-11-02 23:12:07,"@elonmusk @BillyM2k $LILFLOKICEO

Already ripping! Get in early before you miss it <U+0001F680><U+0001F680><U+0001F680>",1433964883922591744,76,0,"neutral","50-200"
432496,2021-11-02 23:13:10,"@mohsenhasanpour @BillyM2k @elonmusk @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETHsv+",1455660880767635456,1,-0.1,"negative","0-50"
432532,2021-11-02 23:13:35,"@BillyM2k @elonmusk @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETH<U+0001F929>",1387035590508654592,48,-0.1,"negative","0-50"
432722,2021-11-02 23:15:31,"@kittycaketoken @elonmusk $KCAKE #KittyCake",1441046260102967296,8,0,"neutral","0-50"
432725,2021-11-02 23:15:33,"@elonmusk trees can pull carbon dioxide straight from the air, $1 million is fine you can keep the other 99<U+0001F602>",1455672801109676032,0,0.85,"positive","No follower"
432948,2021-11-02 23:18:22,"@mackenziescott
@elonmusk
@richardbranson
@garyvee
@Naveen_Jain_CEO
@SteveDSims
Day 155 of 365 - Adapting your diet with the change of weather.....
https://t.co/FRC786Yu6w",3384746848,101,-0.25,"negative","50-200"
433318,2021-11-02 23:22:59,"@elonmusk Mate u knew u started building without allowance on grounds where the statics of your architecture plans didn't work and on top in a drinking water reservoir. what's the sigh about? Am i missing something ?",1033434100403773440,34,0.05,"positive","0-50"
433360,2021-11-02 23:23:20,"@Crop_bytes @elonmusk @Lucifer60183762 @cz_binance @VitalikButerin @s3aBTN01vFKbFJZ
Thank you for the gift
My sincerest respect and appreciation to the currency team

0x89285a82f2a26bE4391ED98a20eD824509928c7d",1308599864,121,3.25,"positive","50-200"
433392,2021-11-02 23:23:51,"@decentra_blk @elonmusk This token is a true gem.",1387159783963254784,62,1,"positive","50-200"
433451,2021-11-02 23:24:34,"@elonmusk 
@dogecoin 
@Shibtoken
@AtlantisCEX 

You quote such a very meaningful classical Chinese poem. 

Does it mean the following?

---

Cooking Dog, firing Doge.

Dog crying in the pot:

You and I are both dogkind,

Why are you so cruel to cooking me without hesitation?!",1292328317765394432,531,-1.25,"negative","200-1000"
433529,2021-11-02 23:25:34,"@KASHIBATOKEN @PancakeSwap @SafemoonSwap @elonmusk @mcuban @DOGEARMYID @ShibArmy Happy birthday,, congratulations <U+0001F973><U+0001F973>",1270370464213241856,46,2.3,"positive","0-50"
433534,2021-11-02 23:25:37,"@hammertimee @elonmusk No but it seems like he wanted to chase them. He even went and hit their getaway car. Why? Don't be a macho man. Just get out of danger asap.",1266576124215201792,1898,-0.5,"negative","1000-10000"
433618,2021-11-02 23:26:32,"Ngl @elonmusk youre a patronnn for this one",1313912457031757824,532,0,"neutral","200-1000"
433754,2021-11-02 23:28:14,"$TESLA
Timeframe: 12H

Tesla. Fortunately, an alternative is being implemented.

At the last moment, I decided to turn my expectations upside.

Look for details in my telegram channel (link in bio)

#tsla #tesla  #stocks #89waves #elliottwave #waveanalysis #trading #analytics https://t.co/DiNxzpzN8l",752124433695961088,2385,1,"positive","1000-10000"
433971,2021-11-02 23:30:59,"@elonmusk @DrEliDavid The UN has very little transparency except getting sexual favors in UN vehicles we bought. Majority of the money will get lost in the bureaucracy of the program and be kick backs to the rulers of the countries starving. They can't deliver food in Libya without $ changing hands.",796280859959656448,5,0.35,"positive","0-50"
434236,2021-11-02 23:34:13,"Word @elonmusk we got u",1149084952425897984,150,0,"neutral","50-200"
434243,2021-11-02 23:34:20,"@AscendEX_Global @elonmusk needs to buy some $PAC !",1068912529928151040,62,0.4,"positive","50-200"
434269,2021-11-02 23:34:44,"@CryptoNetwork22 @MUSTAPH13976726 LEOPARD TOKEN<U+0001F680> 

<U+2705>Liquidity is locked
<U+2705>Certik Audited
<U+2705>Soon Leopard Wallet
<U+2705>Partnership $CORGI  $CORIS, $Olive $WSPP
<U+2705>91K holders
<U+2705>Pancakeswap
<U+2705>HotBit
<U+2705>Fegex
<U+2705>New Exchange<U+0001F973><U+0001F680>
https://t.co/vMFDzs9Yx9
@Leopardbsc
@elonmusk @justinbieber #leopardwallet
#Bitcoin #BNB #BSC",1436702227532599296,874,1.85,"positive","200-1000"
434457,2021-11-02 23:37:20,"@MattWallace888 @elonmusk I'm inviting you to start investing in crypto with Voyager. Download the app and trade $100 to get $25 of free Bitcoin.

Use code D5D2EA or this link to claim your BTC:

https://t.co/VSKv1gmc6x",1391544650251399168,28,1,"positive","0-50"
434535,2021-11-02 23:38:38,"@kittycaketoken @elonmusk #KittyCake $KCAKE",1397065858996838400,40,0,"neutral","0-50"
434568,2021-11-02 23:39:14,"@elonmusk @BillyM2k LILFLOKI TO THE MOOONN",1347677507437404160,26,0,"neutral","0-50"
434655,2021-11-02 23:40:38,"Tesla opens charging network to other EVs for the first time https://t.co/EId3GhXopL - via @drivingdotca

#Tesla #EV #autonews",16608381,133355,0,"neutral","10000+"
434861,2021-11-02 23:43:44,"@ShibainuCoin @elonmusk @Trees_token We don't need Elon.",1392115103202426880,5,0,"neutral","0-50"
434968,2021-11-02 23:44:55,"And smart inversions. Go @TESLA, go @elonmusk<U+2B50><U+2764><U+FE0F><U+0001F339><U+2728><U+0001F499>",708376778734243840,550,0.5,"positive","200-1000"
435137,2021-11-02 23:47:34,"@FabianArielBou2 @elonmusk This is a project that will leave an eternal legacy for humanity @elonmusk",177286589,31,0.6,"positive","0-50"
435141,2021-11-02 23:47:37,"@RichardKeppler1 @SerhatMidyat @elonmusk @Tesla And it's a pretty open secret in 2021.

So many Tesla buyers and prospects just don't seem to do their homework before buying one. 

This will hit $TSLA hard later this decade when these burned customers look to buy or lease their next EV - plenty of alternatives from all brands.",54856859,1690,0.25,"positive","1000-10000"
435216,2021-11-02 23:48:49,"@nathannotdev @elonmusk @BillyM2k Need a buff for buffdoge sir #BuffDogeCoin",1037042629890924544,19,0.25,"positive","0-50"
435295,2021-11-02 23:49:49,"@DontPanic956 @Ford How many trucks has Tesla sold?",979955863707267072,6,0,"neutral","0-50"
435435,2021-11-02 23:51:19,"@elonmusk @DrEliDavid Vertical farming, uses less water and space, less pollution in rivers. You can have them in an industrial area in a city and it will cut down on distance for transportation. You could use solar, wind or tidal for power and control the climate to help grow the fruit and veg.",1260225237410623488,340,1.05,"positive","200-1000"
435441,2021-11-02 23:51:22,"@elonmusk @Tesmanian_com Oh no! Elon Musk is going to put in a EV factory and slap a bunch of solar panels on it! Jobs, cars that aren't spewing diesel fumes, and free energy! https://t.co/o4yvuuqvXR",1494231576,98,-1,"negative","50-200"
435554,2021-11-02 23:52:34,"@mohsenhasanpour @BillyM2k @elonmusk #shibafloki  will be next <U+0001F680>

#game #nft #hero #herofloki #shiba
#shibafloki_army #floki

@shibaflokitoken
@herofloki https://t.co/MsH7ENeEYo",1453791275509960704,5,0.75,"positive","0-50"
435573,2021-11-02 23:52:44,"@elonmusk bloktopia is top the metaverse Elon! <U+0001F680>",1367145703538049024,0,0,"neutral","No follower"
435687,2021-11-02 23:53:51,"@NorthmanTrader @elonmusk @WFPChief @DrEliDavid Yeah, expose those bastard, @elonmusk",1252196884720095232,151,-1.4,"negative","50-200"
435698,2021-11-02 23:53:58,"@JerodR1 @DirtyTesla @Tesla @elonmusk A must in Alaska",37878224,98,0,"neutral","50-200"
435738,2021-11-02 23:54:23,"@elonmusk @BabyDogeCoin 
When list on @kucoincom ?
<U+0001F48E><U+0001F64C><U+0001F3FD><U+0001F48E><U+0001F64C><U+0001F3FD><U+0001F48E><U+0001F64C><U+0001F3FD>
@elonmusk <U+0001F495><U+0001F495>
#BabyDoge is the best meme coin 
#BabyDogeCoin to the Mars 
#BabyDogeArmy is the strongest community 
#Babydoge Arcade is coming 
#BabyDoge NFT is coming 
#Etherbridge is coming 
#BinanceSmartChain",132217801,29,2.45,"positive","0-50"
435913,2021-11-02 23:56:06,"@retiredshiller @elonmusk @BillyM2k rooting this project to be success",1407251147262365696,34,0.75,"positive","0-50"
435939,2021-11-02 23:56:22,"@elonmusk @teslaownersSV Stop explaining to people. Fuck the moaning people... I don't endorse electric cars but only because I will never be able to afford one... but fuck the people that kick off because you are successful lol.",1365459486870274048,94,-0.15,"negative","50-200"
436129,2021-11-02 23:58:47,"@SawyerMerritt Can I clean my Tesla with it ?",113547784,83,0.75,"positive","50-200"
436221,2021-11-03 00:00:01,"#electricvehicles (EVs) are becoming more popular in New Mexico, which is why the Tesla #chargingstations are proliferating. Learn how to use them here.

https://t.co/cZNYcS3Kcv",1115102930,118,2.1,"positive","50-200"
436509,2021-11-03 00:02:01,"@MEXC_Global @subdao_network This is definitely going to be HUGE!  as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions , I am so glad to be part of this.
@elonmusk 
@AvroSakib 
@TasnimA78408387 
#SubDAO  #Mday",4844968512,30,2.65,"positive","0-50"
436589,2021-11-03 00:02:30,"@elonmusk @BigImpactHumans @BillyM2k Here is the birth of memetility
#ASTROZERO #ETH #BTC #nftcollector #NFTartists #nftart #ShibaSwap #shiba #SHIBARMY #ROCKETDASHGAME #cryptocurrency #PlayToEarn #NFTs #tuesdayvibe #NFTcollection #tuesdaymotivations #ELON #TarantinoNft https://t.co/4PWGOfJU8U",751199296993628160,129,0.6,"positive","50-200"
436655,2021-11-03 00:02:56,"maybe it's because of my inherit distrust of billionaires, the whole elon musk debacle is veeerrryyy .

i'll just wait and see https://t.co/U5942iVOTr",335623517,910,-1.5,"negative","200-1000"
436822,2021-11-03 00:04:20,"@LiminalCrypto I dipped heavy into Margin for Tesla in $500s and it paid off (so far). I've since paid back most of it from earnings.",1368370499852640256,38,0,"neutral","0-50"
436898,2021-11-03 00:04:57,"@Waoaaoaw @elonmusk @Jayecane Hey! Have you heard of @CryptoHippies0? <U+262E><U+FE0F> The wildest Play2Earn game is coming to the Binance Smart Chain! Collect &amp; Evolve Hippies, Grow <U+2618><U+FE0F> Weed, Sell <U+0001F344> Trips, Trade <U+0001F5BC> NFTs, and earn $Hippie! <U+0001F510>Contract audited with @SolidProof_io 
TG: https://t.co/aYehXKA1GB  #CryptoHippies",811306172,36,1.05,"positive","0-50"
437011,2021-11-03 00:05:57,"@CindyCo44736609 @elonmusk @BillyM2k Scammer don't fall for this crap...",2407742838,17,-1,"negative","0-50"
437020,2021-11-03 00:06:05,"@elonmusk @BillyM2k #dogecoin always #doge",902463563842727936,543,0,"neutral","200-1000"
437095,2021-11-03 00:06:57,"So @WFP @WFPChief I'm gonna take the silence &amp; media shell game as either 1) You can't back up how you arrived at the $6B number or 2) the $6B amount is filled with administrative bloat &amp; related-party glad handing <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F>",1335230273852755968,59,0.15,"positive","50-200"
437136,2021-11-03 00:07:21,"@Tesla Do you miss   too?",1395027475155984384,148,0,"neutral","50-200"
437176,2021-11-03 00:07:43,"Fraudster.... like the bubble game with cars as a product... those retail gamblers that today love them.. soon the sentiment will be other. but can´t care less about those gamblers",17388330,1648,1.25,"positive","1000-10000"
437181,2021-11-03 00:07:46,"@AstroDebora @elonmusk @BillyM2k I believe productivity for human kind is the best political system for mars and earth.",1445887626582507520,0,2,"positive","No follower"
437266,2021-11-03 00:08:34,"@DrinkardChelsea @elonmusk @AustinTeslaClub Love it!",1092885761328701440,14392,0.75,"positive","10000+"
437413,2021-11-03 00:10:08,"@retiredshiller @elonmusk @BillyM2k Wow very nice",1359009216741007360,61,1,"positive","50-200"
437510,2021-11-03 00:11:18,"@nytimes @paulkrugman Don't be a liar all your life.

Elon Musk, in taxes paid $455 million.
Jeff Bezos, in taxes paid $973 million.

2) The top 1% already pay 38% of income tax, whilst earning just 21% of income. https://t.co/TQUmicJFFt",892114657158287360,14,-1.35,"negative","0-50"
437589,2021-11-03 00:12:21,"@DNPthree @Tesla Christmas is always warly thank you",1455686973096546304,0,0.5,"positive","No follower"
437800,2021-11-03 00:14:53,"@elonmusk @BillyM2k Buy $DOE NFT",1355209623125553152,30,0,"neutral","0-50"
437805,2021-11-03 00:14:56,"@Tesla @elonmusk MINISHIBAINU <U+0001F431> 
__
NEXT BIG GEM, WITH A HUGE POTENTIAL !!! <U+0001F48E><U+0001F525>

7% Reflection
5% Liquidity Pool
3% for marketing purpose
Just mini puppy wanna play <U+0001F98A>
https://t.co/wGCOY2E6ug",1385881943368257536,4,1.35,"positive","0-50"
437873,2021-11-03 00:15:43,"@elonmusk https://t.co/Em2Up7EyNK take a look at it pls it worth it",949667692918820864,15,0.75,"positive","0-50"
438030,2021-11-03 00:17:34,"@GreenShibaCoin @elonmusk @BillyM2k Long time dude",1377796759397695488,116,0,"neutral","50-200"
