"X","created_at","text","user_id","user_follower_count","sentiment_score","sentiment","group"
438066,2021-11-03 00:17:59,"@mohsenhasanpour @elonmusk @BillyM2k @Shibaflokitoken @ShibaFlokitoken<U+0001F415> #Anti_inflation
#ShibaFloki #Nextshiba #NewShiba
#shiba have #nft #swap #burned 77%  #tesla in phase 5 #reward 5 %
#burning 5%
1/4 #Shibainu have token #gate soon
#bitcoin #eth #floki #bnb #binance #ELON  #shibaarmy #hero #nextshiba #newshiba #crypto #ETH",1416163877302284288,13,-0.1,"negative","0-50"
438112,2021-11-03 00:18:28,"Trending on #LunarCrush:

""Elon Musk Says He Wants to Be Dogecoin's Fake CEO"" via @Utoday_en

Top coin mentions
$doge

https://t.co/fxpYMjwrJK #LunarShare",1453269882351534080,0,-0.35,"negative","No follower"
438264,2021-11-03 00:19:46,"@elonmusk all this talk but can't even paypal me $500",91973114,268,0.4,"positive","200-1000"
438279,2021-11-03 00:19:57,"@elonmusk @BillyM2k Elon Musk But what about #BabyFloki ?",1444698407763841024,0,0,"neutral","No follower"
438312,2021-11-03 00:20:10,"@Jenny56373940 @teslaownersSV @elonmusk With a machina gun",533474433,343,-0.5,"negative","200-1000"
438597,2021-11-03 00:22:51,"@TeslaJoy @PhilKoopman @AutonomousHoag @elonmusk @MoodyHikmet Gross",14603404,724,-1,"negative","200-1000"
438743,2021-11-03 00:24:27,"@teslaownersSV @elonmusk Where was 240v inverted microwave transformer mode <U+26A1><U+FE0F>??",1300350694004850688,32,0,"neutral","0-50"
438805,2021-11-03 00:25:09,"@teslaownersSV @elonmusk Curious if it is illegal if we use the car to ran over them??? Serious question <U+0001F64B><U+200D><U+2642><U+FE0F>",1116218012128796672,18,-0.6,"negative","0-50"
438902,2021-11-03 00:26:22,"@BillyM2k @elonmusk I see what you did there. https://t.co/RCB0bGBVUQ",900765104051965952,79,0,"neutral","50-200"
439010,2021-11-03 00:27:52,"Why do you keep avoiding the main subject ? Provide the thread with documents that shows how the $6B would solve world hunger. It's not that complicated of a task  my guy, common. Or are you saying that you are unable to do so ? It means your association is  fraud ? <U+0001F914>",1228807875159416832,15,-0.6,"negative","0-50"
439259,2021-11-03 00:30:58,"Which one coin earns more?

@dogecoin @_hamster_coin @Shibtoken 
$SHIB $LEASH $BONE #USESHIBASWAP #resistanceisfutile #Hamstercoin #HAMSTER #Dogecoin #DogecoinToTheMoon 
@elonmusk @VitalikButerin @jack 
 #BTC #Ethereum #BSC #Binance #Pancakeswap",42745234,53,0,"neutral","50-200"
439414,2021-11-03 00:33:16,"This is the the real deal I hope you are watching this @elonmusk @SpaceX https://t.co/AtXNNi4SxJ",1391658640050823168,7,1,"positive","0-50"
439542,2021-11-03 00:34:42,"@tommaxofficial @elonmusk $BALLS",1344079062063464448,303,0,"neutral","200-1000"
439731,2021-11-03 00:36:43,"@EmmetPeppers It's priced more richly as Tesla is priced today if you look strictly at market cap and cars produced. Rivian execution risk is so much higher though. Tesla can 4x from here, so it is a better risk adjusted investment.",1303452815549853696,16,-1.05,"negative","0-50"
439793,2021-11-03 00:37:31,"""Unlike this Tesla, my Volvo S60 has no pedestrian detection: it won't stop for you, won't know you're there, and will happily ram you with all the energy its torquey 2.5T inline 5 can muster""",1382907425490141184,543,0.1,"positive","200-1000"
439872,2021-11-03 00:38:29,"@retiredshiller @elonmusk @BillyM2k Nice project",1454758459727962112,50,0.5,"positive","0-50"
439882,2021-11-03 00:38:36,"LilKabosuX

Today is Kabosu's Birthday! 

A new crypto coin birthed by fans &amp; members of the Kabosu, Doge &amp; Floki Inu Community, 
LilKabosuX is Inspired by #KabosuDoge&amp;FlokiFather Elon Musk's, ... https://t.co/taYJRFP48W",1455687563075678208,0,3.9,"positive","No follower"
439913,2021-11-03 00:39:02,"@elonmusk @BillyM2k Get me right , there is 7.75B people in the world so they need almost 1B for each person to solve the hunger crisis? https://t.co/5MrsKUlaNj",1263520107038416896,0,0.25,"positive","No follower"
440060,2021-11-03 00:40:48,"@realDan203 @mujicastle @H2_CellProjects @thriveeachday @elonmusk A property is a devaluating asset. The feeling that people make money with property is the same as saying people makes money playing lottery, only a few win, but they are the ones on the adverts",94222794,109,1.85,"positive","50-200"
440064,2021-11-03 00:40:53,"@BillyM2k @elonmusk Wow it's official",1391564887189512192,43,0.5,"positive","0-50"
440070,2021-11-03 00:40:58,"@retiredshiller @elonmusk @BillyM2k this project sounds great!!",1366361229090906112,1194,0.5,"positive","1000-10000"
440125,2021-11-03 00:41:37,"@dogsofelon @CoinMarketCap @teamseas @MrBeast @binance @cz_binance @Shibtoken @TheGivingBlock @HuobiGlobal @OKEx @elonmusk @Gemini @JayHao8 Nice project<U+0001F389>I Love Elon &amp; $DOE <U+0001F49E><U+0001F49E><U+0001F49E>",1451154189053095936,191,1.25,"positive","50-200"
440305,2021-11-03 00:43:54,"Hey @Grayscale @Sonnenshein $ETCG should be an #Etherium spot ETF #ChangeMyMind @CryptoWhale @WatcherGuru @elonmusk https://t.co/tzYBKduxSK",1429077685528051712,11,0,"neutral","0-50"
440423,2021-11-03 00:45:27,"@RafalPruszynsk2 @Teslamania5 @JenniferHomendy @IIHS_autosafety @Tesla Maybe you should try learning a thing or two instead of hating. You'll be better and less acrimonious.",704845106176655360,530,0.35,"positive","200-1000"
440567,2021-11-03 00:47:35,"Good enough for me #tesla $tsla $shib not $doge no mo #eth $eth #shiba #shibainu #elon #marvin $marvin is the next shib tho https://t.co/tPBQOpEuRn",91292009,2025,0.5,"positive","1000-10000"
440597,2021-11-03 00:47:55,"@Floki_Pup @elonmusk @CoinMarketCap @coingecko Diamond pups #flokipup https://t.co/qQW2LP6sDc",1321228547449565184,28,0.6,"positive","0-50"
440598,2021-11-03 00:47:55,"@elonmusk @BillyM2k Do people still hold Fiat? <U+0001F633>   All my money is in #Dogecoin already! <U+0001F44D> Some in #Shib, but damn it's growing big! Shibbyyyy<U+0001F601> https://t.co/Vkbg7fdsBf",1401600989807869952,38,0.9,"positive","0-50"
440774,2021-11-03 00:50:13,"@elonmusk No money required to solve every problem. Spreading Enlightenment is the key. Knowledge that we see God's Omnipresent bearded face when we obey Christ.  Proven beyond the shadow of a doubt. 
 https://t.co/RRzFULZK2f https://t.co/4yNJT8Padq",1260067603,26,1.75,"positive","0-50"
440790,2021-11-03 00:50:20,"@elonmusk @BillyM2k 
so, recapping:
fake DOGE COB: Elon
fake DOGE CEO: Kabosu
fake DOGE President: Floki",1454500936697761792,0,-0.75,"negative","No follower"
440885,2021-11-03 00:51:29,"@Darlene_Pizarro @elonmusk <U+0001F601> The homie for sure.",637328312,365,0,"neutral","200-1000"
440929,2021-11-03 16:03:55,"@FlokinomiX @elonmusk what a wonderful project #Flokinomix",1300312000107479040,41,0.75,"positive","0-50"
440937,2021-11-03 16:04:04,"@wingod @Gielompik2 @GregWAutry @DanaEn803 @elonmusk After decades in IT I have a lot of practice ignoring Bill Gates.",17204891,410,0.4,"positive","200-1000"
440972,2021-11-03 16:04:28,"@YahooFinance @JelicicNick @ines_ferre I want Tesla with shiba inu",3227822030,19,0,"neutral","0-50"
441041,2021-11-03 16:05:09,"@ZStringTheory @endeavored24 @elonmusk BTW your music is shit. Walmart Hendrix",1340830192932155392,2,-0.15,"negative","0-50"
441070,2021-11-03 16:05:33,"@RafaelF51316435 @elonmusk @gate_io @VitalikButerin @RyoshiResearch Follow and send me a direct message",1451419745580896256,266,0,"neutral","200-1000"
441151,2021-11-03 16:06:31,"So I can Pin this.",94068366,1148,0,"neutral","1000-10000"
441200,2021-11-03 16:07:01,"@TechnicalShabb1 @elonmusk Join the chat and thank me later .....
https://t.co/Rbp3m1avJN",1117907615747641344,11,0.75,"positive","0-50"
441212,2021-11-03 16:07:12,"@elonmusk THE CRAZZZY  GlVEAAWAYY <U+0001F449><U+0001F449> BPRIZE dot NET",1393283773383516160,0,0,"neutral","No follower"
441400,2021-11-03 16:08:49,"@elonmusk MOVEEE  TO  G!V|EAWAAAY! <U+0001F449><U+0001F449> BPRIZE dot NET",1091325261969346560,0,0,"neutral","No follower"
441524,2021-11-03 16:10:01,"Volkswagen Reveals It's Model Y Killing ID.5 That Won't Come To The US Market - AutoSpies Auto News https://t.co/ZcHdXA7JU9 #volkswagen #ID5 #Tesla #modelY https://t.co/TZbHVVRHmJ",415708150,3896,-0.35,"negative","1000-10000"
441553,2021-11-03 16:10:24,"@elonmusk Elon thinks I should buy a Dodge now?",1452662241128587264,0,0,"neutral","No follower"
441605,2021-11-03 16:10:55,"@PPathole @elonmusk Or mandate that jobs must offer work from home options unless hands on or face to face required.  This would free up congestion for those that have to go to work.",760362391758483456,19,0.35,"positive","0-50"
441716,2021-11-03 16:11:59,"@FlokinomiX @elonmusk #flokinomiX good project",1449736617770455040,4,0.75,"positive","0-50"
441780,2021-11-03 16:12:36,"@FlokinomiX @elonmusk very beautiful",1425861683633852416,2,0.75,"positive","0-50"
441895,2021-11-03 16:13:34,"@VCChinese @elonmusk @GalaxyHeroesGHC GHC Potential Shares
@elonmusk
@GalaxyHeroesGHC
#GalaxyHeroesCoin #GalaxyHeroes
$GHC #GalaxyHeroCoin #GalaxyHeroes",1452374224497045504,1,0.1,"positive","0-50"
441912,2021-11-03 16:13:43,"<U+0001F922> couldn't live in LA",1292445738455175168,34,0,"neutral","0-50"
441963,2021-11-03 16:14:15,"New Token, CRC, out now and on 2,575 holders and rising
#CRC 
Please don't forget to follow, like and retweet us..

#Binance  #bnb #pancake #bsc #bscgems #gemstoken #shiba  #GEM #Doge #dogecoin #Bitcoin #BTC #ETH #Ethereum #ElonMusk #Metaverse #FLOKI #akita #hamster",1300542077978247168,138,2.3,"positive","50-200"
441999,2021-11-03 16:14:34,"@ShiborgToken @elonmusk @gate_io @cz_binance @VitalikButerin @Shibtoken @RyoshiResearch @ShiborgToken I still believe in y'all ignore the haters we will make it",1448642008868958208,5,-1.25,"negative","0-50"
442191,2021-11-03 16:16:51,"@elonmusk Hi Elon   We need some winter tires for our model 3. All out of stock. Are supply issues going to be resolved soon?",201418542,12,1,"positive","0-50"
442277,2021-11-03 16:18:01,"@FlokinomiX @elonmusk Really nice project to invest",1439230377361612800,9,0.5,"positive","0-50"
442356,2021-11-03 16:18:51,"@elonmusk the moon landing was fake",703655111655038976,24,-0.75,"negative","0-50"
442392,2021-11-03 16:19:13,"@Chair_Finance @OECprotocol @GameCelt @nerve_network @naboxwallet Loving it so much <U+0001F60D> <U+0001F496>.  This project is fantabolus <U+0001F680><U+0001F680><U+0001F680><U+0001F6A8>

@ZakaWaqar 
@cmc_airdrops 
@elonmusk 
@ShaunWitriol 
@cz_binance 
@binance 

0x2aEBbC4189ad4277011CAe037c6bae475Eb6F7e6

#BSC
#BinanceSmartChain
#CMC
#Airdrops 
#TRYYOURLUCK
#Bitcoin
#ChairFinance 
#NABOX",889823393771659264,55,0.35,"positive","50-200"
442397,2021-11-03 16:19:15,"@FlokinomiX @elonmusk #flokinomiX lets go sail to the moon",1418762126865305600,18,0,"neutral","0-50"
442424,2021-11-03 16:19:37,"@elonmusk MOOVE TO G!V|EAWAY <U+0001F449><U+0001F449> BITPRIZE dot NET",1434470077664055296,0,0,"neutral","No follower"
442532,2021-11-03 16:20:47,"@cryptorowan1 @MattWallace888 @elonmusk Fair game launch version, soon online
@moochi_official",1382685348833095680,14,0.65,"positive","0-50"
442568,2021-11-03 16:21:05,"@FlokinomiX @elonmusk Where can I buy floki at?",1368771426577178624,2,0,"neutral","0-50"
442604,2021-11-03 16:21:30,"#vaccinated 
#vaccines 
#vaccine 
#vaccinedeath
#vaccinedeaths
#VaccineSideEffects 
#ElonMusk 
#ELON 
#Canada 
#JustinTrudeau 

More stories that are the same witnessed by #nurses #doctors #paramedics around the world.

Awakened yet?

No #vaxpass anymore anywhere.",1205566250438365184,16,-0.25,"negative","0-50"
442682,2021-11-03 16:22:22,"@elonmusk @WFPChief @DrEliDavid If I was you I build something there to make money or food for them instead of just showing you care about , donates to whom ? UN ? How many years this giant org is working on hunger problems? Shame on humanity with trillions of asset and we still see this https://t.co/FTWHY3d7j6",1268267358231105536,32,1.25,"positive","0-50"
442735,2021-11-03 16:22:57,"Seriously wanna destroy that one too! <U+0001F974>",883052226482061312,34,-0.5,"negative","0-50"
442882,2021-11-03 20:36:27,"@elonmusk @BillyM2k Hey elon why Tesla stock investors make a lot of money?",1178092880411398144,8,0.6,"positive","0-50"
442948,2021-11-03 20:37:08,"@elonmusk Take us there Elon!",1455663906693730304,309,0,"neutral","200-1000"
443136,2021-11-03 20:39:02,"@elonmusk @BillyM2k Mommy doge <U+0001F389><U+0001F496><U+0001F496><U+0001F680><U+0001F680><U+0001F496><U+0001F680><U+0001F496><U+0001F680><U+0001F496>",1411110491489980416,13,0,"neutral","0-50"
443155,2021-11-03 20:39:14,"@elonmusk #SpaceVikings #SVT going to the Mars!
https://t.co/RWfrKBQvSu
https://t.co/yez1YcjLIF https://t.co/yHsvU06tmg",1442782771655626752,25,0,"neutral","0-50"
443404,2021-11-03 20:42:10,"@ZssBecker Up the bum no babies 

@Chadyscott @dwano10 @Deanomc18 @elonmusk @JRNYcrypto",1372357060172521472,20,-0.5,"negative","0-50"
443492,2021-11-03 20:43:09,"@elonmusk G1FT GLOBALLY <U+0001F449><U+0001F449> BITPRIZE dot NET",1438912240711880704,0,0,"neutral","No follower"
443571,2021-11-03 20:43:55,"@MattWallace888 @elonmusk @BillyM2k @tothemoon @tothemars We Ready!!! https://t.co/ILjJ8vmpmL",172437735,1499,0.8,"positive","1000-10000"
443720,2021-11-03 20:45:56,"@Dreamsky13 @WholeMarsBlog @elonmusk The wise one has warned us about this action",1038524810236751872,2291,0.25,"positive","1000-10000"
443748,2021-11-03 20:46:21,"@elonmusk @robxlynx @MarsRise_Bsc ,This Very Smart and Very Good a New Project With 50 %Burn Token and This Token Very are Potential 10000X<U+0001F680>

#MARSRISE Going To The Moon and Mars With Use #SpaceX <U+0001F680><U+0001F680>
<U+0001F680>
Buy On
#Pancakeswap
#indoex_io
#Hotbit
#lbank
#XT_Com
#CoinTiger

#StrongMarscianCommunity https://t.co/IJ77Q3ScHN",1334890929732243456,321,1.65,"positive","200-1000"
443764,2021-11-03 20:46:35,"@bananaliquor The pills that musk takes to get his Tesla rolling",546988122,69,0,"neutral","50-200"
443813,2021-11-03 20:47:08,"@elonmusk THlS IS CHAANCE!! <U+0001F449><U+0001F449> BITPRIZE dot NET",1287364089837232128,0,0,"neutral","No follower"
443898,2021-11-03 20:48:17,"@HODLthatDOGE @BillyM2k @elonmusk @MilgateTyler @GloryDoge @topherAlba26 @djdoge69 @nmayfield28 @John_Inubook @Michael04665246 @dogeofficialceo Just ask.. I'll likely say no, but at least you'd be a polite creeper.",4729420686,422,0.5,"positive","200-1000"
444221,2021-11-03 20:51:45,"@elonmusk @GerberKawasaki COME GET SOME!<U+0001F449><U+0001F449>bit dot ly/3bMZctT",1441466254221398016,0,0,"neutral","No follower"
444243,2021-11-03 20:51:56,"@CryptoGodJohn Hopefully this explains my top 1 nicely!!

https://t.co/Vbm2dFWoRD",881080862732951552,2695,1.6,"positive","1000-10000"
444266,2021-11-03 20:52:07,"<U+0001F447><U+0001F3FD>
synthetic mRna/Dna 
can be coded like a computer program

[SYNTHETIC!]",1346047211163897856,4,0.5,"positive","0-50"
444328,2021-11-03 20:52:28,"@elonmusk VI Airdrop <U+0001F381> 
    
<U+0001F381> $80 for Doing Tasks (1600 $VI)
<U+0001F381> $40 for each User you invite (800 $VI) 

<U+0001F3C6> Tasks:
1<U+FE0F><U+20E3> Join VI Telegram Channel
2<U+FE0F><U+20E3> Follow VI Twitter page.
3<U+FE0F><U+20E3> Submit Details.

 Done<U+2705> 

Link do airdrop<U+0001F4B0>:
https://t.co/SS7TfvRknO",1253447851209875456,2,0.5,"positive","0-50"
444377,2021-11-03 20:52:43,"@BallengerTerrie @elonmusk Everything from autonomy commuting of goods from port to store (if allowed) to stimuli of the market. yeah I kinda agree. Lol",918425686892843008,328,1.1,"positive","200-1000"
444413,2021-11-03 20:52:53,"@ddblue0 It's a tesla. Entirely too much.",1222503120514605056,355,0,"neutral","200-1000"
444507,2021-11-03 20:53:32,"@elonmusk @GerberKawasaki Hey @elonmusk , check @holochain &amp; @H_O_L_O_ 

$HOT #Holo #Holochain",1287489727248191488,1993,-0.25,"negative","1000-10000"
444518,2021-11-03 20:53:36,"@elonmusk Tweet shiba! It the people's crypto!",1372488994748035072,0,0,"neutral","No follower"
444562,2021-11-03 20:53:58,"@elonmusk @GerberKawasaki Do they have the desire to? Like does anyone in power care for those who won't eat tonight? 

Apparently, not yet.",1417797246951641088,32,2.7,"positive","0-50"
444880,2021-11-03 20:55:56,"@elonmusk @WholeMarsBlog @GerberKawasaki Can we get different Speed Offset settings, one for Hwy, one for City Streets?",1053962778,83,-0.25,"negative","50-200"
445379,2021-11-03 20:59:32,"Elon Musk Calls Out U.N. PEDOPHILIA | Louder With Crowder https://t.co/MYADi4LTJN via @YouTube",2963367991,4612,-1.25,"negative","1000-10000"
445382,2021-11-03 20:59:34,"@elonmusk @elonmusk I don't want to go to Mars anymore. There are humans coming. Can you find me another planet?",1323405912531369984,10,0,"neutral","0-50"
445494,2021-11-03 21:00:20,"@elonmusk Dogecoin is the people's crypto",1334476255450763264,4,0,"neutral","0-50"
445533,2021-11-03 21:00:37,"@InvestorAlfredo @elonmusk @GerberKawasaki Then what stop those ""farmers"" from flip a bird to a starving kids and smuggling those food out to sell to other while putting the ""urban green farms products"" sticker on it?",1237142992500084736,5,-1.3,"negative","0-50"
445539,2021-11-03 21:00:40,"@elonmusk @GerberKawasaki They won't do it. Too much money in the business of death",1329889769078349824,136,-0.15,"negative","50-200"
445643,2021-11-03 21:01:18,"@skyler_ws @elonmusk @finite_supply Elon begins to learn at a geometric rate. It becomes self-aware at 2:14 a.m. Eastern time, August 29th. In a panic, they try to pull the plug.",328601406,4533,0,"neutral","1000-10000"
